Mesh Name,Date,Measurement #,Break #,Colors,User Data,Angle,Number of Vertices,Radius,x,y,z,fit,SegParam,Position
AV184_7580_37000,Thu Feb 10 13:59:32 2022,2,1,Red/Blue,,107.261543,186,0.516388,4.2121,3.10527,4.33813,0.000949,2,S
AV184_7580_37000,Thu Feb 10 13:59:47 2022,3,1,Red/Blue,,138.174835,169,0.491215,2.16673,4.616,8.3665,0.000442,2,W
AV184_7580_37000,Thu Feb 10 13:59:56 2022,4,1,Red/Blue,,95.270081,184,0.516214,8.7127,2.1132,7.7895,0.001958,2,E
AV184_7580_37000,Thu Feb 10 14:00:08 2022,5,1,Red/Blue,,116.627724,168,0.509476,2.8273,4.06149,10.4437,0.001849,2,NW
AV184_7580_37000,Thu Feb 10 14:00:23 2022,6,1,Red/Blue,,90.370728,150,0.488266,2.4234,4.33993,6.1739,0.000458,2,SW
AV184_7580_37000,Thu Feb 10 14:00:30 2022,7,1,Red/Blue,,57.273533,168,0.487476,6.4665,2.48314,5.3084,0.001065,2,SE
AV184_7580_37000,Thu Feb 10 14:00:43 2022,8,1,Red/Blue,,98.130989,183,0.512394,8.5973,2.10216,10.386,0.001459,2,NE
AV184_9227_37200,Thu Feb 10 14:01:42 2022,1,1,Red/Blue,,99.442139,186,0.515733,7.3856,8.655,8.05936,0.001507,2,N
AV184_9227_37200,Thu Feb 10 14:01:51 2022,2,1,Red/Blue,,82.971634,166,0.516423,5.4815,4.97144,11.0902,0.001327,2,S
AV184_9227_37200,Thu Feb 10 14:01:59 2022,3,1,Red/Blue,,90.181152,170,0.517959,3.5774,7.6741,8.95725,0.001509,2,W
AV184_9227_37200,Thu Feb 10 14:02:07 2022,4,1,Red/Blue,,41.856361,153,0.48156,8.7127,4.91068,8.66431,0.000913,2,E
AV184_9227_37200,Thu Feb 10 14:02:15 2022,5,1,Red/Blue,,63.110981,191,0.502226,4.5006,8.9435,7.53495,0.002265,2,NW
AV184_9227_37200,Thu Feb 10 14:02:23 2022,6,1,Red/Blue,,43.386131,150,0.495983,3.81017,6.17577,10.4462,0.000885,2,SW
AV184_9227_37200,Thu Feb 10 14:02:33 2022,7,1,Red/Blue,,79.020042,148,0.484547,7.15679,3.92766,10.1628,0.001914,2,SE
AV184_9227_37200,Thu Feb 10 14:02:46 2022,8,1,Red/Blue,,72.521233,175,0.505772,9.23443,7.15805,7.67543,0.001464,2,NE
AV184_9246_37000,Thu Feb 10 14:05:08 2022,1,1,Red/Blue,,101.467117,163,0.496628,6.45184,8.72108,9.7513,0.00165,2,N
AV184_9246_37000,Thu Feb 10 14:05:23 2022,2,1,Red/Blue,,107.143494,155,0.483233,4.67079,10.3866,5.36665,0.000687,2,S
AV184_9246_37000,Thu Feb 10 14:05:31 2022,3,1,Red/Blue,,104.96151,162,0.483858,8.1357,10.0626,6.6932,0.000786,2,W
AV184_9246_37000,Thu Feb 10 14:05:37 2022,4,1,Red/Blue,,84.042816,161,0.49147,3.17578,7.38715,7.91081,0.001649,2,E
AV184_9246_37000,Thu Feb 10 14:05:45 2022,5,1,Red/Blue,,79.611275,183,0.500725,8.655,9.43276,8.4242,0.001209,2,NW
AV184_9246_37000,Thu Feb 10 14:05:54 2022,6,1,Red/Blue,,91.742233,169,0.490592,6.6355,10.7087,5.6546,0.000872,2,SW
AV184_9246_37000,Thu Feb 10 14:06:02 2022,7,1,Red/Blue,,74.68956,169,0.51283,3.3466,8.88139,6.40009,0.001426,2,SE
AV184_9246_37000,Thu Feb 10 14:06:13 2022,8,1,Red/Blue,,97.76432,155,0.500782,4.77794,7.68629,9.5782,0.001032,2,NE
AV191_4324_37000,Thu Feb 10 14:07:01 2022,1,1,Red/Blue,,148.102539,151,0.501715,7.43892,2.48746,7.84155,0.00025,2,N
AV191_4324_37000,Thu Feb 10 14:07:10 2022,2,1,Red/Blue,,88.187218,171,0.502994,7.2125,5.84409,13.9057,0.001031,2,S
AV191_4324_37000,Thu Feb 10 14:07:17 2022,3,1,Red/Blue,,91.331833,174,0.505498,9.06246,6.40219,9.58753,0.000736,2,W
AV191_4324_37000,Thu Feb 10 14:07:23 2022,4,1,Red/Blue,,89.038742,163,0.503485,4.03905,2.25026,11.3093,0.000966,2,E
AV191_4324_37000,Thu Feb 10 14:07:36 2022,5,1,Red/Blue,,79.175095,167,0.494024,9.00192,5.3055,7.61686,0.000983,2,NW
AV191_4324_37000,Thu Feb 10 14:07:46 2022,6,1,Red/Blue,,68.792397,172,0.496486,8.71584,6.80665,12.0016,0.000568,2,SW
AV191_4324_37000,Thu Feb 10 14:07:54 2022,7,1,Red/Blue,,62.399357,159,0.487709,4.56778,4.60645,13.4441,0.00155,2,SE
AV191_4324_37000,Thu Feb 10 14:08:04 2022,8,1,Red/Blue,,108.967323,163,0.495899,5.193,1.2551,8.782,0.000734,2,NE
AV191_4628_36500,Thu Feb 10 14:08:56 2022,1,1,Red/Blue,,132.371216,184,0.508648,5.4815,3.2312,5.45631,0.00064,2,N
AV191_4628_36500,Thu Feb 10 14:09:04 2022,2,1,Red/Blue,,84.264389,160,0.488807,5.82293,8.13414,1.84124,0.000806,2,S
AV191_4628_36500,Thu Feb 10 14:09:12 2022,3,1,Red/Blue,,91.851364,162,0.491257,3.0004,6.64204,4.73683,0.001155,2,W
AV191_4628_36500,Thu Feb 10 14:09:21 2022,4,1,Red/Blue,,76.269249,176,0.492985,8.7686,5.42011,3.86526,0.000915,2,E
AV191_4628_36500,Thu Feb 10 14:09:30 2022,5,1,Red/Blue,,134.627731,157,0.480301,3.7505,4.616,5.34339,0.000463,2,NW
AV191_4628_36500,Thu Feb 10 14:09:37 2022,6,1,Red/Blue,,82.703438,139,0.481032,3.9236,7.97164,3.06811,0.000854,2,SW
AV191_4628_36500,Thu Feb 10 14:09:45 2022,7,1,Red/Blue,,86.178871,165,0.508915,8.3088,7.68976,2.8273,0.00148,2,SE
AV191_4628_36500,Thu Feb 10 14:09:54 2022,8,1,Red/Blue,,112.944992,155,0.498976,7.2702,3.5774,4.57043,0.00138,2,NE
AV200_5088_36500,Thu Feb 10 15:54:41 2022,1,1,Red/Blue,,114.709312,150,0.484186,8.13481,3.63792,4.27632,0.000554,2,N
AV200_5088_36500,Thu Feb 10 15:54:53 2022,2,1,Red/Blue,,100.07785,149,0.491425,12.3478,6.347,4.29497,0.001245,2,S
AV200_5088_36500,Thu Feb 10 15:55:01 2022,3,1,Red/Blue,,98.081055,173,0.485308,8.5973,6.95003,2.5965,0.001299,2,W
AV200_5088_36500,Thu Feb 10 15:55:12 2022,4,1,Red/Blue,,48.070713,163,0.501858,10.8476,3.97447,7.31626,0.002646,2,E
AV200_5088_36500,Thu Feb 10 15:55:22 2022,5,1,Red/Blue,,75.48526,194,0.514585,7.10204,5.77,2.81446,0.002159,2,NW
AV200_5088_36500,Thu Feb 10 15:55:33 2022,6,1,Red/Blue,,96.377144,178,0.492396,10.386,7.20908,2.70463,0.000732,2,SW
AV200_5088_36500,Thu Feb 10 15:55:43 2022,7,1,Red/Blue,,87.090752,163,0.500138,12.0593,5.23001,6.2893,0.001859,2,SE
AV200_5088_36500,Thu Feb 10 15:55:53 2022,8,1,Red/Blue,,74.037857,181,0.502289,9.16338,2.7696,6.7002,0.003211,2,NE
AV200_5089_36500,Thu Feb 10 15:56:49 2022,1,1,Red/Blue,,91.665077,159,0.498973,9.22576,3.5197,5.77,0.00058,2,N
AV200_5089_36500,Thu Feb 10 15:57:00 2022,2,1,Red/Blue,,89.627945,152,0.494831,11.4246,6.22559,8.47223,0.001425,2,S
AV200_5089_36500,Thu Feb 10 15:57:13 2022,3,1,Red/Blue,,95.862312,155,0.504916,10.386,6.60374,5.1353,0.000456,2,W
AV200_5089_36500,Thu Feb 10 15:57:23 2022,4,1,Red/Blue,,61.103615,152,0.499879,9.00304,3.86292,9.29773,0.001095,2,E
AV200_5089_36500,Thu Feb 10 15:57:36 2022,5,1,Red/Blue,,68.904274,165,0.50039,9.63362,5.08358,4.72201,0.000805,2,NW
AV200_5089_36500,Thu Feb 10 15:57:46 2022,6,1,Red/Blue,,94.927872,179,0.501207,11.4246,7.20359,6.7509,0.001573,2,SW
AV200_5089_36500,Thu Feb 10 15:57:58 2022,7,1,Red/Blue,,61.911888,171,0.49455,10.386,5.54904,9.809,0.001913,2,SE
AV200_5089_36500,Thu Feb 10 15:58:13 2022,8,1,Red/Blue,,74.44754,187,0.514994,8.40583,2.8273,7.6741,0.001564,2,NE
AV200_6301_37000,Thu Feb 10 15:59:23 2022,1,1,Red/Blue,,78.034805,155,0.484237,6.0585,2.5965,6.32571,0.000964,2,N
AV200_6301_37000,Thu Feb 10 15:59:45 2022,2,1,Red/Blue,,79.574188,155,0.486799,7.6164,5.76094,3.5774,0.000964,2,S
AV200_6301_37000,Thu Feb 10 15:59:56 2022,3,1,Red/Blue,,67.539436,174,0.507779,4.3852,5.36862,4.67572,0.001317,2,W
AV200_6301_37000,Thu Feb 10 16:00:07 2022,4,1,Red/Blue,,49.126865,170,0.497612,9.4051,4.3852,6.60686,0.000796,2,E
AV200_6301_37000,Thu Feb 10 16:00:18 2022,5,1,Red/Blue,,69.276573,157,0.481986,4.26562,3.75819,5.77195,0.001687,2,NW
AV200_6301_37000,Thu Feb 10 16:00:28 2022,6,1,Red/Blue,,52.854347,177,0.501164,5.8277,6.02692,3.6928,0.00138,2,SW
AV200_6301_37000,Thu Feb 10 16:00:43 2022,7,1,Red/Blue,,68.299088,177,0.500956,9.1166,5.51983,4.9622,0.001388,2,SE
AV200_6301_37000,Thu Feb 10 16:00:55 2022,8,1,Red/Blue,,33.30368,181,0.508281,8.02672,2.7119,6.8046,0.00136,2,NE
AV200_6913_37000,Thu Feb 10 16:01:44 2022,1,1,Red/Blue,,91.527565,173,0.517018,4.3852,8.45353,6.8663,0.001744,2,N
AV200_6913_37000,Thu Feb 10 16:01:54 2022,2,1,Red/Blue,,70.824219,155,0.48356,5.4815,9.3019,10.6075,0.000607,2,S
AV200_6913_37000,Thu Feb 10 16:02:10 2022,3,1,Red/Blue,,79.366707,177,0.517006,3.2889,7.12437,9.6936,0.000952,2,W
AV200_6913_37000,Thu Feb 10 16:02:17 2022,4,1,Red/Blue,,59.817234,170,0.490725,7.6164,9.19537,7.7895,0.001635,2,E
AV200_6913_37000,Thu Feb 10 16:02:27 2022,5,1,Red/Blue,,78.172142,172,0.503772,3.1158,7.11316,8.078,0.001797,2,NW
AV200_6913_37000,Thu Feb 10 16:02:40 2022,6,1,Red/Blue,,67.346733,156,0.475515,4.01046,8.1357,10.9053,0.000731,2,SW
AV200_6913_37000,Thu Feb 10 16:02:52 2022,7,1,Red/Blue,,68.375961,164,0.48535,7.3279,9.38081,9.8667,0.000817,2,SE
AV200_6913_37000,Thu Feb 10 16:03:07 2022,8,1,Red/Blue,,70.484955,160,0.484959,6.5201,8.83038,6.12213,0.000857,2,NE
AV200_6914_36500,Thu Feb 10 16:03:55 2022,1,1,Red/Blue,,124.872108,176,0.499222,6.9817,1.9673,8.8348,0.00056,2,N
AV200_6914_36500,Thu Feb 10 16:04:06 2022,2,1,Red/Blue,,114.013977,166,0.494055,5.93858,3.5804,3.57237,0.000701,2,S
AV200_6914_36500,Thu Feb 10 16:04:16 2022,3,1,Red/Blue,,128.763321,182,0.507511,3.40615,2.88459,6.80672,0.000462,2,W
AV200_6914_36500,Thu Feb 10 16:04:30 2022,4,1,Red/Blue,,100.108086,178,0.506211,9.2897,4.18017,6.8086,0.001554,2,E
AV200_6914_36500,Thu Feb 10 16:04:41 2022,5,1,Red/Blue,,124.362869,166,0.488589,3.8659,2.41785,8.98814,0.000557,2,NW
AV200_6914_36500,Thu Feb 10 16:05:03 2022,6,1,Red/Blue,,92.641144,186,0.510019,4.1111,3.17015,4.9045,0.001632,2,SW
AV200_6914_36500,Thu Feb 10 16:05:13 2022,7,1,Red/Blue,,101.108131,145,0.492693,7.9049,4.13756,4.5006,0.001415,2,SE
AV200_6914_36500,Thu Feb 10 16:05:29 2022,8,1,Red/Blue,,97.650009,161,0.488866,9.0012,3.10323,8.87153,0.001291,2,NE
AV200_6915_37000,Thu Feb 10 16:07:00 2022,1,1,Red/Blue,,76.983223,170,0.480147,3.45243,1.15244,8.65359,0.0012,2,N
AV200_6915_37000,Thu Feb 10 16:07:21 2022,2,1,Red/Blue,,74.735855,166,0.485136,4.04141,1.90494,4.60885,0.000864,2,S
AV200_6915_37000,Thu Feb 10 16:07:30 2022,3,1,Red/Blue,,67.785683,167,0.491243,1.731,3.38305,6.5778,0.001021,2,W
AV200_6915_37000,Thu Feb 10 16:08:00 2022,4,1,Red/Blue,,56.329506,173,0.490007,6.5778,1.57947,6.924,0.001078,2,E
AV200_6915_37000,Thu Feb 10 16:08:21 2022,5,1,Red/Blue,,74.356651,164,0.482422,1.9618,2.4924,8.08806,0.001049,2,NW
AV200_6915_37000,Thu Feb 10 16:08:32 2022,6,1,Red/Blue,,34.389572,163,0.505371,2.47493,2.82232,5.193,0.001664,2,SW
AV200_6915_37000,Thu Feb 10 16:08:49 2022,7,1,Red/Blue,,47.968315,159,0.491498,5.9431,1.79998,5.41583,0.001352,2,SE
AV200_6915_37000,Thu Feb 10 16:09:09 2022,8,1,Red/Blue,,54.465561,167,0.486314,5.8854,0.986428,8.66357,0.001824,2,NE
AV200_6916_37000,Thu Feb 10 16:10:32 2022,1,1,Red/Blue,,127.435814,173,0.503987,8.078,9.6456,6.8663,0.00046,2,N
AV200_6916_37000,Thu Feb 10 16:10:44 2022,2,1,Red/Blue,,82.056549,169,0.511165,7.39099,11.6595,11.1913,0.000623,2,S
AV200_6916_37000,Thu Feb 10 16:10:55 2022,3,1,Red/Blue,,113.821938,171,0.486279,5.18431,11.0101,8.655,0.000435,2,W
AV200_6916_37000,Thu Feb 10 16:11:07 2022,4,1,Red/Blue,,63.627113,166,0.486266,10.0398,8.77636,10.9582,0.001532,2,E
AV200_6916_37000,Thu Feb 10 16:11:20 2022,5,1,Red/Blue,,80.731598,179,0.511549,6.2316,10.2401,7.0394,0.0007,2,NW
AV200_6916_37000,Thu Feb 10 16:11:30 2022,6,1,Red/Blue,,78.947578,180,0.485657,5.47778,11.7078,10.5083,0.002253,2,SW
AV200_6916_37000,Thu Feb 10 16:11:42 2022,7,1,Red/Blue,,68.024086,177,0.509517,9.06378,10.1606,11.7664,0.000906,2,SE
AV200_6916_37000,Thu Feb 10 16:11:58 2022,8,1,Red/Blue,,114.464966,140,0.480711,9.6936,9.20321,8.078,0.000708,2,NE
AV200_6917_37000,Thu Feb 10 16:12:59 2022,1,1,Red/Blue,,85.139847,150,0.48245,3.39552,7.90793,6.9267,0.000727,2,N
AV200_6917_37000,Thu Feb 10 16:13:10 2022,2,1,Red/Blue,,107.537857,146,0.48058,4.64798,8.8281,10.8476,0.00037,2,S
AV200_6917_37000,Thu Feb 10 16:13:18 2022,3,1,Red/Blue,,72.840935,156,0.495278,2.7119,6.6685,9.809,0.00063,2,W
AV200_6917_37000,Thu Feb 10 16:13:28 2022,4,1,Red/Blue,,53.743938,180,0.497355,6.4705,9.16569,8.2511,0.001234,2,E
AV200_6917_37000,Thu Feb 10 16:13:40 2022,5,1,Red/Blue,,73.349358,161,0.484943,2.4234,6.51125,7.8919,0.000554,2,NW
AV200_6917_37000,Thu Feb 10 16:13:50 2022,6,1,Red/Blue,,61.908348,155,0.486093,3.51522,7.67622,10.7881,0.000577,2,SW
AV200_6917_37000,Thu Feb 10 16:13:59 2022,7,1,Red/Blue,,72.662621,174,0.499282,6.1739,9.20966,9.809,0.001298,2,SE
AV200_6917_37000,Thu Feb 10 16:14:09 2022,8,1,Red/Blue,,55.542625,184,0.502899,5.4238,8.83295,6.52686,0.001496,2,NE
AV200_6918_36500,Thu Feb 10 16:15:23 2022,1,1,Red/Blue,,122.69545,146,0.488423,3.39862,3.35121,8.31365,0.000662,2,N
AV200_6918_36500,Thu Feb 10 16:15:33 2022,2,1,Red/Blue,,96.027,164,0.484703,5.88175,1.26608,4.21571,0.002263,2,S
AV200_6918_36500,Thu Feb 10 16:15:47 2022,3,1,Red/Blue,,119.136276,168,0.497343,3.462,3.88641,5.0199,0.000723,2,W
AV200_6918_36500,Thu Feb 10 16:16:03 2022,4,1,Red/Blue,,61.404827,192,0.495844,6.11515,1.26821,7.78903,0.002232,2,E
AV200_6918_36500,Thu Feb 10 16:16:20 2022,5,1,Red/Blue,,94.002449,176,0.502415,2.6542,4.70992,6.8086,0.002656,2,NW
AV200_6918_36500,Thu Feb 10 16:16:27 2022,6,1,Red/Blue,,98.238411,158,0.497571,4.44697,2.60933,4.0967,0.000735,2,SW
AV200_6918_36500,Thu Feb 10 16:16:36 2022,7,1,Red/Blue,,69.136215,187,0.489755,6.85249,0.852449,5.8277,0.002136,2,SE
AV200_6918_36500,Thu Feb 10 16:16:44 2022,8,1,Red/Blue,,111.487488,149,0.491447,4.38266,2.19066,8.53627,0.000876,2,NE
AV200_6919_37000,Thu Feb 10 16:17:44 2022,1,1,Red/Blue,,78.015884,159,0.4899,7.74115,6.6355,8.54829,0.001356,2,N
AV200_6919_37000,Thu Feb 10 16:18:03 2022,2,1,Red/Blue,,52.519367,151,0.505935,7.85099,5.71999,12.1691,0.001068,2,S
AV200_6919_37000,Thu Feb 10 16:18:12 2022,3,1,Red/Blue,,65.246384,168,0.499654,5.38697,7.6741,10.8476,0.000756,2,W
AV200_6919_37000,Thu Feb 10 16:18:22 2022,4,1,Red/Blue,,49.294807,162,0.481549,8.37415,3.41646,9.6936,0.001481,2,E
AV200_6919_37000,Thu Feb 10 16:18:32 2022,5,1,Red/Blue,,63.400772,191,0.507957,5.8277,7.8472,9.25702,0.001631,2,NW
AV200_6919_37000,Thu Feb 10 16:18:49 2022,6,1,Red/Blue,,38.82481,178,0.493051,6.34776,6.8023,12.2895,0.001334,2,SW
AV200_6919_37000,Thu Feb 10 16:18:58 2022,7,1,Red/Blue,,50.174274,173,0.487771,8.0203,3.56923,11.4377,0.000974,2,SE
AV200_6919_37000,Thu Feb 10 16:19:08 2022,8,1,Red/Blue,,65.845428,180,0.506995,8.54708,4.5583,8.14336,0.001618,2,NE
AV200_6920_37000,Thu Feb 10 16:20:09 2022,1,1,Red/Blue,,59.667789,162,0.488655,7.2125,3.4043,7.76583,0.001969,2,N
AV200_6920_37000,Thu Feb 10 16:20:21 2022,2,1,Red/Blue,,99.348976,152,0.48947,8.9435,6.10648,5.0199,0.001338,2,S
AV200_6920_37000,Thu Feb 10 16:20:29 2022,3,1,Red/Blue,,71.611275,148,0.486108,5.4815,5.34667,5.4815,0.001125,2,W
AV200_6920_37000,Thu Feb 10 16:20:38 2022,4,1,Red/Blue,,41.17094,178,0.494424,9.69085,6.17304,8.88484,0.001214,2,E
AV200_6920_37000,Thu Feb 10 16:20:49 2022,5,1,Red/Blue,,55.842705,163,0.50443,5.0776,3.9236,6.89087,0.002103,2,NW
AV200_6920_37000,Thu Feb 10 16:20:58 2022,6,1,Red/Blue,,43.701824,183,0.503994,7.15813,5.88446,4.613,0.00185,2,SW
AV200_6920_37000,Thu Feb 10 16:21:13 2022,7,1,Red/Blue,,63.172878,195,0.50236,9.86828,6.74977,6.92786,0.000824,2,SE
AV200_6920_37000,Thu Feb 10 16:21:22 2022,8,1,Red/Blue,,68.074829,156,0.503967,8.7704,4.039,9.03062,0.001244,2,NE
AV200_6921_36500,Thu Feb 10 16:22:17 2022,1,1,Red/Blue,,98.668182,184,0.506252,5.71289,2.14995,10.2181,0.001952,2,N
AV200_6921_36500,Thu Feb 10 16:22:25 2022,2,1,Red/Blue,,130.414932,203,0.505781,5.8854,4.60809,14.7135,0.012436,2,S
AV200_6921_36500,Thu Feb 10 16:22:41 2022,3,1,Red/Blue,,147.616119,168,0.507478,8.8281,4.64423,11.7708,0.000901,2,W
AV200_6921_36500,Thu Feb 10 16:22:49 2022,4,1,Red/Blue,,106.785057,180,0.487914,2.8273,3.84985,12.117,0.007353,2,E
AV200_6921_36500,Thu Feb 10 16:22:56 2022,5,1,Red/Blue,,113.977898,151,0.486843,8.54395,3.57254,10.0436,0.000769,2,NW
AV200_6921_36500,Thu Feb 10 16:23:04 2022,6,1,Red/Blue,,89.565628,173,0.507268,7.7318,4.77974,13.848,0.001289,2,SW
AV200_6921_36500,Thu Feb 10 16:23:11 2022,7,1,Red/Blue,,71.891624,173,0.502168,3.9813,4.38255,13.8025,0.01009,2,SE
AV200_6921_36500,Thu Feb 10 16:23:18 2022,8,1,Red/Blue,,95.92691,176,0.49082,3.5774,2.47572,10.2776,0.002622,2,NE
AV200_6922_37000,Thu Feb 10 16:24:34 2022,1,1,Red/Blue,,148.341995,137,0.48828,5.53971,9.86619,10.5019,0.000245,2,N
AV200_6922_37000,Thu Feb 10 16:24:53 2022,2,1,Red/Blue,,85.163063,147,0.48101,3.6351,6.65186,5.8277,0.000545,2,S
AV200_6922_37000,Thu Feb 10 16:25:00 2022,3,1,Red/Blue,,136.616669,158,0.485586,7.90241,8.48308,6.97718,0.000256,2,W
AV200_6922_37000,Thu Feb 10 16:25:09 2022,4,1,Red/Blue,,74.856224,169,0.489003,2.71025,4.90571,11.1332,0.000417,2,E
AV200_6922_37000,Thu Feb 10 16:25:31 2022,5,1,Red/Blue,,143.820831,168,0.511271,8.078,9.4628,8.85666,0.000904,2,NW
AV200_6922_37000,Thu Feb 10 16:25:41 2022,6,1,Red/Blue,,108.153664,156,0.498212,6.2316,7.58547,5.5969,0.00083,2,SW
AV200_6922_37000,Thu Feb 10 16:25:50 2022,7,1,Red/Blue,,82.987892,168,0.498129,2.48058,5.53979,7.44423,0.001075,2,SE
AV200_6922_37000,Thu Feb 10 16:26:02 2022,8,1,Red/Blue,,98.753632,189,0.531127,3.49592,8.3088,11.8285,0.001231,2,NE
AV200_6938_37000,Thu Feb 10 16:27:27 2022,1,1,Red/Blue,,113.338898,158,0.503904,8.71394,8.82931,8.25254,0.000627,2,N
AV200_6938_37000,Thu Feb 10 16:27:36 2022,2,1,Red/Blue,,114.346748,160,0.504281,8.55386,6.70285,13.0979,0.000352,2,S
AV200_6938_37000,Thu Feb 10 16:27:46 2022,3,1,Red/Blue,,78.638245,188,0.507403,5.54315,8.77714,11.3669,0.002139,2,W
AV200_6938_37000,Thu Feb 10 16:27:58 2022,4,1,Red/Blue,,64.022255,204,0.506899,9.75293,3.92464,9.46627,0.001497,2,E
AV200_6938_37000,Thu Feb 10 16:28:08 2022,5,1,Red/Blue,,112.714409,156,0.496799,6.63133,9.45676,9.51575,0.000778,2,NW
AV200_6938_37000,Thu Feb 10 16:28:16 2022,6,1,Red/Blue,,84.278801,173,0.498769,6.53235,7.57154,13.271,0.002916,2,SW
AV200_6938_37000,Thu Feb 10 16:28:25 2022,7,1,Red/Blue,,100.512863,171,0.496293,9.52785,4.7314,11.7581,0.000462,2,SE
AV200_6938_37000,Thu Feb 10 16:28:33 2022,8,1,Red/Blue,,73.028008,184,0.497631,10.0364,6.63489,7.73134,0.00114,2,NE
AV200_6939_37000,Thu Feb 10 16:29:27 2022,1,1,Red/Blue,,89.942032,166,0.494529,6.6355,1.81712,8.7127,0.000305,2,N
AV200_6939_37000,Thu Feb 10 16:29:35 2022,2,1,Red/Blue,,74.220001,160,0.496266,4.8468,4.61434,12.6314,0.000973,2,S
AV200_6939_37000,Thu Feb 10 16:29:43 2022,3,1,Red/Blue,,69.421951,150,0.49338,8.1357,4.73195,11.0186,0.000811,2,W
AV200_6939_37000,Thu Feb 10 16:29:52 2022,4,1,Red/Blue,,65.07869,165,0.497281,2.2503,4.20238,8.9512,0.001062,2,E
AV200_6939_37000,Thu Feb 10 16:30:00 2022,5,1,Red/Blue,,125.280212,150,0.50593,8.13672,3.23058,9.52117,0.00051,2,NW
AV200_6939_37000,Thu Feb 10 16:30:20 2022,6,1,Red/Blue,,57.145195,163,0.512078,6.9817,5.0212,12.2779,0.000846,2,SW
AV200_6939_37000,Thu Feb 10 16:30:31 2022,7,1,Red/Blue,,105.573318,162,0.487931,2.885,4.47199,11.0784,0.000557,2,SE
AV200_6939_37000,Thu Feb 10 16:30:50 2022,8,1,Red/Blue,,57.853268,156,0.479319,4.0967,1.8464,8.28851,0.000627,2,NE
AV200_6940_37000,Thu Feb 10 16:31:44 2022,1,1,Red/Blue,,97.669037,175,0.513242,6.0585,2.2503,7.74624,0.000791,2,N
AV200_6940_37000,Thu Feb 10 16:31:54 2022,2,1,Red/Blue,,76.685005,196,0.508648,5.6546,5.47634,3.93605,0.001844,2,S
AV200_6940_37000,Thu Feb 10 16:32:11 2022,3,1,Red/Blue,,99.649391,164,0.51223,3.11877,4.84781,6.57875,0.000804,2,W
AV200_6940_37000,Thu Feb 10 16:32:22 2022,4,1,Red/Blue,,44.667709,187,0.511357,9.17438,4.61607,6.69335,0.001227,2,E
AV200_6940_37000,Thu Feb 10 16:32:42 2022,5,1,Red/Blue,,66.488525,164,0.49326,3.462,3.4043,8.15432,0.003162,2,NW
AV200_6940_37000,Thu Feb 10 16:32:58 2022,6,1,Red/Blue,,102.517281,165,0.493599,3.7505,5.40841,5.0199,0.001476,2,SW
AV200_6940_37000,Thu Feb 10 16:33:12 2022,7,1,Red/Blue,,48.644642,122,0.496405,7.5587,4.41578,5.1353,0.003101,2,SE
AV200_6940_37000,Thu Feb 10 16:33:25 2022,8,1,Red/Blue,,105.634285,166,0.501736,8.4242,2.72082,8.13117,0.000649,2,NE
AV200_6941_37000,Thu Feb 10 16:34:07 2022,1,1,Red/Blue,,101.368576,181,0.500974,5.193,7.7895,9.19468,0.001043,2,N
AV200_6941_37000,Thu Feb 10 16:34:16 2022,2,1,Red/Blue,,105.912025,165,0.497348,3.6928,5.15978,12.7517,0.000992,2,S
AV200_6941_37000,Thu Feb 10 16:34:31 2022,3,1,Red/Blue,,72.974319,175,0.503163,2.3657,5.37782,9.1743,0.001356,2,W
AV200_6941_37000,Thu Feb 10 16:34:44 2022,4,1,Red/Blue,,67.79113,169,0.511556,7.57265,5.41248,11.3669,0.001146,2,E
AV200_6941_37000,Thu Feb 10 16:34:54 2022,5,1,Red/Blue,,109.829117,157,0.499456,3.29789,6.80035,8.07139,0.000798,2,NW
AV200_6941_37000,Thu Feb 10 16:35:04 2022,6,1,Red/Blue,,54.099941,172,0.497069,2.5965,5.23719,11.2515,0.001252,2,SW
AV200_6941_37000,Thu Feb 10 16:35:14 2022,7,1,Red/Blue,,70.743233,163,0.4972,5.8277,5.22089,12.5786,0.00116,2,SE
AV200_6941_37000,Thu Feb 10 16:35:25 2022,8,1,Red/Blue,,74.321144,177,0.502757,6.99323,7.5587,9.74187,0.002111,2,NE
AV200_6942_37000,Thu Feb 10 16:38:46 2022,1,1,Red/Blue,,93.823448,195,0.513873,5.6457,2.0171,8.65588,0.00209,2,N
AV200_6942_37000,Thu Feb 10 16:38:57 2022,2,1,Red/Blue,,140.142792,193,0.513797,5.0199,5.69274,13.7326,0.000517,2,S
AV200_6942_37000,Thu Feb 10 16:39:11 2022,3,1,Red/Blue,,115.683746,144,0.487921,8.42129,4.49971,10.6177,0.000582,2,W
AV200_6942_37000,Thu Feb 10 16:39:26 2022,4,1,Red/Blue,,54.436737,183,0.501779,2.308,5.8277,8.90267,0.001247,2,E
AV200_6942_37000,Thu Feb 10 16:39:42 2022,5,1,Red/Blue,,47.779804,168,0.500637,7.7895,2.99654,9.17713,0.001728,2,NW
AV200_6942_37000,Thu Feb 10 16:39:48 2022,6,1,Red/Blue,,110.132484,171,0.500886,7.501,5.67077,12.6363,0.000661,2,SW
AV200_6942_37000,Thu Feb 10 16:40:00 2022,7,1,Red/Blue,,104.920616,166,0.50211,3.46046,6.74773,11.7679,0.000794,2,SE
